path,pipeline,size_mb,t_comp_ms,t_aes_ms,t_kem_ms,t_total_ms
data\user_data\D1\PXL_20260224_102700211.TS-000.MP.jpg,D,6.82878303527832,356.675399991218,9.125599986873567,34.70760001800954,400.5085999961011
data\user_data\D1\PXL_20260313_104321385.mp4,A,16.0,39.871999993920326,20.100400026421994,32.38339995732531,92.35579997766763
data\user_data\D1\PXL_20260313_104321385.mp4,B,16.0,0.0,20.485099987126887,35.129399970173836,55.61449995730072
data\user_data\D1\PXL_20260313_104321385.mp4,C,16.0,0.0,22.289899992756546,0.0,22.289899992756546
data\user_data\D1\PXL_20260313_104321385.mp4,D,16.0,776.7261999542825,19.377099990379065,30.517500010319054,826.6207999549806
data\user_data\D1\PXL_20260313_104334573.mp4,A,16.0,41.39210004359484,19.989499996881932,30.63520003343001,92.01680007390678
data\user_data\D1\PXL_20260313_104334573.mp4,B,16.0,0.0,19.799800007604063,39.854500035289675,59.65430004289374
data\user_data\D1\PXL_20260313_104334573.mp4,C,16.0,0.0,20.82839998183772,0.0,20.82839998183772
data\user_data\D1\PXL_20260313_104334573.mp4,D,16.0,791.1225999705493,20.473600015975535,32.90950000518933,844.5056999917142
data\user_data\D1\PXL_20260314_144839464.mp4,A,16.0,44.95640000095591,20.083399955183268,35.671900026500225,100.7116999826394
data\user_data\D1\PXL_20260314_144839464.mp4,B,16.0,0.0,20.382200018502772,34.82050000457093,55.2027000230737
data\user_data\D1\PXL_20260314_144839464.mp4,C,16.0,0.0,20.89200000045821,0.0,20.89200000045821
data\user_data\D1\PXL_20260314_144839464.mp4,D,16.0,768.5231000068597,19.749000028241426,31.594900006894022,819.8670000419952
data\user_data\D1\PXL_20260314_150036469.mp4,A,16.0,46.155699994415045,20.6700999988243,32.369200023822486,99.19500001706183
data\user_data\D1\PXL_20260314_150036469.mp4,B,16.0,0.0,20.394999999552965,34.72589998273179,55.120899982284755
data\user_data\D1\PXL_20260314_150036469.mp4,C,16.0,0.0,21.151799999643117,0.0,21.151799999643117
data\user_data\D1\PXL_20260314_150036469.mp4,D,16.0,804.3993000173941,21.66110003599897,40.364099957514554,866.4245000109076
data\user_data\D1\PXL_20260314_150050400.mp4,A,16.0,45.8313999697566,20.83569997921586,33.902700000908226,100.56979994988069
data\user_data\D1\PXL_20260314_150050400.mp4,B,16.0,0.0,20.82969999173656,37.76189999189228,58.59159998362884
data\user_data\D1\PXL_20260314_150050400.mp4,C,16.0,0.0,21.687400003429502,0.0,21.687400003429502
data\user_data\D1\PXL_20260314_150050400.mp4,D,16.0,784.284099994693,19.50679998844862,32.40620001452044,836.197099997662
